,timestamp,currentLocation,participantId,currentMode,hungerStatus,sleepStatus,apartmentId,availableBalance,jobId,financialStatus,dailyFoodBudget,weeklyExtraBudget
1571644,2022-03-06T13:45:00Z,POINT (768.3070448676337 923.755447535423),175,AtRecreation,BecomingHungry,Awake,272.0,2064.447145515864,232,Stable,16,526.0029908494673
1571808,2022-03-06T13:45:00Z,POINT (-500.7348290384465 3537.0565503769835),348,AtRecreation,BecomingHungry,Awake,480.0,1312.6777296651903,521,Stable,16,383.43930626893393
1572031,2022-03-06T13:45:00Z,POINT (-3219.8383221794807 6497.488807075009),600,AtRecreation,BecomingHungry,Awake,1012.0,1311.950253850668,823,Stable,20,801.470942810611
1572367,2022-03-06T13:50:00Z,POINT (766.4745334869808 923.2020459714367),13,AtRecreation,BecameFull,Awake,141.0,949.0060700033516,330,Stable,20,1056.8057876691537
1572717,2022-03-06T13:50:00Z,POINT (-817.3169541952483 4484.822866746933),379,AtRestaurant,Hungry,Awake,1268.0,1612.9104952010248,1286,Stable,12,481.4106306001572
1573315,2022-03-06T13:55:00Z,POINT (-817.7612594990924 4487.84799700184),82,AtRestaurant,Hungry,Awake,202.0,2251.153576716772,207,Stable,20,1567.39168619151
1573447,2022-03-06T13:55:00Z,POINT (953.9008459381857 4000.3094264698766),218,AtRecreation,JustAte,Awake,953.0,840.098329534049,352,Stable,20,315.2811668487173
1573483,2022-03-06T13:55:00Z,POINT (-3205.883642653103 6477.093385769582),254,AtRecreation,BecomingHungry,Awake,1026.0,2358.5944054739894,940,Stable,12,990.2565005589718
1573504,2022-03-06T13:55:00Z,POINT (-3988.836028874489 6685.321062483724),278,AtRestaurant,Hungry,Awake,1589.0,2441.6531359745245,443,Stable,12,996.230716732348
1573638,2022-03-06T13:55:00Z,POINT (-487.68286480922563 3545.574023754057),427,AtRecreation,BecomingHungry,Awake,616.0,2758.6371706063974,481,Stable,20,1502.7843511740002
1573692,2022-03-06T13:55:00Z,POINT (-1991.7707974151285 3369.51922897227),481,AtRestaurant,Hungry,Awake,458.0,1551.0871052122382,548,Stable,16,365.1157164059288
1574199,2022-03-06T14:00:00Z,POINT (405.71658985085463 1203.0290442230894),86,AtRestaurant,Hungry,Awake,288.0,1625.1195909066168,357,Stable,16,541.5922911372198
1574319,2022-03-06T14:00:00Z,POINT (688.7293505512666 4403.018400474243),210,AtRestaurant,Hungry,Awake,233.0,1070.0899829936868,262,Stable,20,401.8547550053502
1574690,2022-03-06T14:00:00Z,POINT (-815.1353768533376 4503.890537465538),627,AtRestaurant,Hungry,Awake,1524.0,2151.38826245852,1231,Stable,12,648.7952574316057
1575016,2022-03-06T14:05:00Z,POINT (976.094993657456 3995.589263227208),22,AtRecreation,BecomingHungry,Awake,88.0,623.1335319819083,102,Stable,20,451.10205204183
1575041,2022-03-06T14:05:00Z,POINT (499.70010693940816 1609.6910113510257),48,AtRestaurant,Hungry,Awake,115.0,1870.2207314956108,66,Stable,16,675.1576417513523
1575117,2022-03-06T14:05:00Z,POINT (-224.37748808421443 3867.7579636214086),124,AtRecreation,BecameFull,Awake,1733.0,4338.434744971565,461,Stable,12,1904.5550834892008
1575183,2022-03-06T14:05:00Z,POINT (1407.5413637539243 4007.6067778005286),194,AtRestaurant,Hungry,Awake,378.0,3729.316334326684,1007,Stable,12,1426.6060279497012
1575238,2022-03-06T14:05:00Z,POINT (-218.53391841731562 3886.900435202956),249,AtRecreation,BecomingHungry,Awake,231.0,3096.2271677849244,142,Stable,20,1363.390032244633
1575428,2022-03-06T14:05:00Z,POINT (-3135.6334277122537 6657.040516104317),457,AtRestaurant,Hungry,Awake,913.0,2037.0544086855443,1071,Stable,12,568.2566812996265
1575605,2022-03-06T14:05:00Z,POINT (-3202.1051473519983 6475.7755208461185),676,AtRecreation,JustAte,Awake,1484.0,1733.5582683111395,1312,Stable,12,437.790046197782
1575623,2022-03-06T14:05:00Z,POINT (-233.94235990030703 3884.9337971031914),694,AtRecreation,BecameFull,Awake,904.0,1659.2810006906932,882,Stable,16,312.06330906360483
1575751,2022-03-06T14:05:00Z,POINT (-1688.98558933587 3850.585444074532),865,AtRecreation,BecameFull,Awake,605.0,905.268360705953,197,Stable,12,204.11399939516187
1575919,2022-03-06T14:10:00Z,POINT (690.0910164101408 4394.578084643104),46,AtRestaurant,Hungry,Awake,985.0,1527.1622349516044,1228,Stable,12,709.5495096823615
1576122,2022-03-06T14:10:00Z,POINT (-1631.3358804151767 3865.3909028432195),253,AtRestaurant,Hungry,Awake,550.0,3236.719870362853,612,Stable,16,1357.421952293867
1576445,2022-03-06T14:10:00Z,POINT (952.6513463241273 3996.9383211923086),622,AtRecreation,BecameFull,Awake,1000.0,1142.1717234038622,708,Stable,20,882.604407552076
1576688,2022-03-06T14:10:00Z,POINT (-497.6430331242041 6316.15147191401),945,AtRestaurant,Hungry,Awake,1221.0,1909.3665918539227,1032,Stable,20,861.1847440587846
1576723,2022-03-06T14:10:00Z,POINT (-236.9773057846813 3873.9195859615884),980,AtRecreation,Hungry,Awake,1395.0,1581.121301494967,1280,Stable,16,289.8505835775933
1576949,2022-03-06T14:15:00Z,POINT (1416.2460722629849 4001.5312684282785),200,AtRestaurant,Hungry,Awake,299.0,5009.935380848374,1147,Stable,12,1745.5711007972147
1576952,2022-03-06T14:15:00Z,POINT (418.6750133350194 1193.7316195140997),203,AtRestaurant,Hungry,Awake,230.0,1257.4620280904437,266,Stable,20,568.116343540523
1577068,2022-03-06T14:15:00Z,POINT (693.7863503739906 4390.255707427084),327,AtRestaurant,Hungry,Awake,1278.0,1660.746855888228,719,Stable,12,519.9865249274939
1577299,2022-03-06T14:15:00Z,POINT (-810.5200816829528 4499.424002711633),585,AtRestaurant,Hungry,Awake,1462.0,2005.1215707791457,1031,Stable,12,702.3069792641794
1577468,2022-03-06T14:15:00Z,POINT (-3797.896547051913 6353.026362852408),796,AtRecreation,BecomingHungry,Awake,1412.0,789.9541328076882,1215,Stable,16,191.37364405244995
1577618,2022-03-06T14:15:00Z,POINT (-3991.068640043198 6680.714177797178),995,AtRestaurant,Hungry,Awake,1612.0,1249.1239599746118,1048,Stable,16,211.46751846586736
1577668,2022-03-06T14:20:00Z,POINT (-266.9217257458908 5037.35804576242),34,AtRecreation,BecomingHungry,Awake,35.0,565.189514765191,319,Stable,20,593.5160064101395
1577682,2022-03-06T14:20:00Z,POINT (-3125.7369728682343 6674.009636718131),49,AtRestaurant,Hungry,Awake,1247.0,4353.026695248021,1024,Stable,12,2081.787237253866
1577695,2022-03-06T14:20:00Z,POINT (695.7070761521858 4398.332935742274),62,AtRestaurant,Hungry,Awake,352.0,2274.195330247333,202,Stable,16,1005.3743995325516
1577883,2022-03-06T14:20:00Z,POINT (-3132.2733992747967 6661.353159571634),254,AtRestaurant,Hungry,Awake,1026.0,2354.7459550707576,940,Stable,12,986.4080501557404
1578051,2022-03-06T14:20:00Z,POINT (-4002.318988613556 6677.359373861197),440,AtRestaurant,Hungry,Awake,1051.0,1947.8464602901847,848,Stable,12,532.9971642678573
1578070,2022-03-06T14:20:00Z,POINT (-2000.152921299214 3356.3576494483405),459,AtRestaurant,Hungry,Awake,520.0,2772.587427944098,462,Stable,16,811.4020405168072
1578222,2022-03-06T14:20:00Z,POINT (401.99364574951454 1188.1434512453209),645,AtRestaurant,Hungry,Awake,219.0,3161.7677702347373,1159,Stable,12,897.158668620095
1578227,2022-03-06T14:20:00Z,POINT (687.3210155433505 4404.101489314514),651,AtRestaurant,Hungry,Awake,241.0,935.5068543537668,1165,Stable,12,270.6221836810008
1578265,2022-03-06T14:20:00Z,POINT (-1178.057868341321 5836.62931865193),696,AtRestaurant,Hungry,Awake,1202.0,2031.041268589376,711,Stable,16,620.7248932510956
1578760,2022-03-06T14:25:00Z,POINT (425.13943918549774 1209.1110116260527),251,AtRestaurant,Hungry,Awake,5.0,1728.6917167382849,340,Stable,16,439.6856291965302
1578866,2022-03-06T14:25:00Z,POINT (-829.9227093549591 4509.496505379737),368,AtRestaurant,Hungry,Awake,1607.0,3851.898075235318,1185,Stable,12,1270.293467609537
1578870,2022-03-06T14:25:00Z,POINT (-1185.1020734082679 5843.17362163084),372,AtRestaurant,Hungry,Awake,1010.0,2430.166022739313,283,Stable,20,1055.318076925014
1579044,2022-03-06T14:25:00Z,POINT (-1702.5124365253607 3857.1893536311254),563,AtRecreation,BecameFull,Awake,943.0,1076.0543458882446,777,Stable,20,998.4199752230054
1579055,2022-03-06T14:25:00Z,POINT (-1212.5017274462384 4936.964267226446),581,AtRestaurant,Hungry,Awake,1184.0,2852.7564507708007,791,Stable,16,885.1436948115511
1579089,2022-03-06T14:25:00Z,POINT (958.0083819714996 3983.5850940842056),626,AtRecreation,BecameFull,Awake,1131.0,1280.94884471488,816,Stable,20,928.1687189451995
1579124,2022-03-06T14:25:00Z,POINT (-1162.1844022282596 5849.905244209238),675,AtRestaurant,Hungry,Awake,1249.0,1236.8321883099811,967,Stable,16,294.35972208853474
1579245,2022-03-06T14:25:00Z,POINT (498.4008680243332 1624.1028743532813),820,AtRestaurant,Hungry,Awake,672.0,2079.119681692005,120,Stable,12,599.3902096021098
1579286,2022-03-06T14:25:00Z,POINT (1418.0695013451273 4001.943941418865),889,AtRestaurant,Hungry,Awake,334.0,1794.1883478459808,68,Stable,12,497.5600506031261
1579304,2022-03-06T14:25:00Z,POINT (-1636.573904213814 3860.761364065224),916,AtRestaurant,Hungry,Awake,709.0,2105.032714377353,558,Stable,20,957.948735609627
1579722,2022-03-06T14:30:00Z,POINT (703.5846305631077 4398.535977649689),341,AtRestaurant,Hungry,Awake,1588.0,1598.59980228612,1212,Stable,12,497.3080241316322
1579775,2022-03-06T14:30:00Z,POINT (-1520.9687666499901 3809.644947375231),402,AtRecreation,BecomingHungry,Awake,1200.0,1021.29252670906,689,Stable,20,388.64477068896775
1580049,2022-03-06T14:30:00Z,POINT (-1525.0154070592885 3812.74053646955),720,AtRecreation,BecomingHungry,Awake,615.0,2918.8114374636634,698,Stable,20,904.4445451762548
1580141,2022-03-06T14:30:00Z,POINT (1412.2633222943716 3999.642379527655),845,AtRestaurant,Hungry,Awake,53.0,1070.9970003687106,136,Stable,12,253.831523071778
1580197,2022-03-06T14:30:00Z,POINT (402.4676359068184 1206.473128011604),934,AtRestaurant,Hungry,Awake,18.0,3704.7348971925408,67,Stable,16,829.8076258679677
1580212,2022-03-06T14:30:00Z,POINT (-3805.4262146880037 6358.675506229258),949,AtRecreation,BecomingHungry,Awake,1454.0,1433.7268329462804,1284,Stable,16,278.53009213066633
1580243,2022-03-06T14:30:00Z,POINT (-831.9853470876193 4493.109196865612),980,AtRestaurant,Hungry,Awake,1395.0,1580.2533603988234,1280,Stable,16,288.9826424814496
1580301,2022-03-06T14:35:00Z,POINT (690.1744201134019 4402.8276472347015),27,AtRestaurant,Hungry,Awake,1239.0,1936.7308227731417,585,Stable,12,813.0082319135656
1580475,2022-03-06T14:35:00Z,POINT (700.1896186051089 4400.115214547683),206,AtRestaurant,Hungry,Awake,84.0,1651.6130706359652,47,Stable,16,435.1624243420512
1580777,2022-03-06T14:35:00Z,POINT (695.0791983170458 4407.217489515178),532,AtRestaurant,Hungry,Awake,1667.0,2195.879190666285,1323,Stable,12,873.5969488403294
1581091,2022-03-06T14:35:00Z,POINT (712.1408485463207 4390.3600229380445),948,AtRestaurant,Hungry,Awake,1074.0,2771.249756932823,302,Stable,20,1028.74915987503
1581143,2022-03-06T14:35:00Z,POINT (963.5473769553502 4004.932461888576),1000,AtRecreation,BecameFull,Awake,345.0,1936.459955541173,32,Stable,20,738.642779410158
1582025,2022-03-06T14:40:00Z,POINT (-497.7813272426502 3545.057610046922),1002,AtRecreation,BecomingHungry,Awake,528.0,1452.174035849781,580,Stable,12,305.36874572997584
1582039,2022-03-06T14:45:00Z,POINT (1795.6285050278839 4339.218832510497),5,AtRecreation,BecomingHungry,Awake,243.0,1218.1707899675637,33,Stable,20,422.1855336415943
1582274,2022-03-06T14:45:00Z,POINT (961.173657576669 3987.1956371663996),245,AtRecreation,BecomingHungry,Awake,261.0,3395.6442420526214,62,Stable,20,1864.3491386600608
1583232,2022-03-06T14:50:00Z,POINT (-492.7334391710493 3556.926353948849),331,AtRecreation,BecameFull,Awake,823.0,2843.324749900289,622,Stable,16,967.3720604024028
1583236,2022-03-06T14:50:00Z,POINT (-3895.534779301939 5954.624439008251),335,AtRecreation,BecameFull,Awake,1554.0,2952.171691952087,1015,Stable,12,1167.8801101292051
1583468,2022-03-06T14:50:00Z,POINT (-3802.111995739314 6355.95958489323),596,AtRecreation,BecomingHungry,Awake,1242.0,2131.6726328447176,981,Stable,20,1174.157416978804
1583706,2022-03-06T14:50:00Z,POINT (-496.1500476258843 3561.24822611287),918,AtRecreation,BecomingHungry,Awake,598.0,2336.1069268798187,324,Stable,12,566.485684739833
1583774,2022-03-06T14:50:00Z,POINT (-806.0371559144103 4494.213908412045),991,AtRestaurant,Hungry,Awake,688.0,1104.1740347199348,809,Stable,20,448.2812863760627
1584023,2022-03-06T14:55:00Z,POINT (958.4798884041409 4002.9245169425812),234,AtRecreation,BecameFull,Awake,214.0,3161.8584212673168,155,Stable,16,979.0058221563188
1584381,2022-03-06T14:55:00Z,POINT (1406.9848397952599 4000.2487829939196),644,AtRestaurant,Hungry,Awake,139.0,862.0482259343028,313,Stable,12,143.76430771561405
1584772,2022-03-06T15:00:00Z,POINT (1799.8662204446405 4333.974073650296),99,AtRecreation,Hungry,Awake,93.0,2091.68339101449,298,Stable,16,858.9503428119683
1585563,2022-03-06T15:05:00Z,POINT (489.1236167283524 1615.4975885634274),9,AtRestaurant,Hungry,Awake,355.0,3763.971058632385,21,Stable,16,1815.149174872409
1585656,2022-03-06T15:05:00Z,POINT (-501.4002222125163 3556.1527190541224),103,AtRecreation,BecomingHungry,Awake,938.0,3570.7601150777546,1321,Stable,12,1500.2772575194922
1586169,2022-03-06T15:05:00Z,POINT (-215.82045624874283 3867.255281715495),680,AtRecreation,BecomingHungry,Awake,1541.0,1333.8755459980189,310,Stable,12,289.9165169893473
1586251,2022-03-06T15:05:00Z,POINT (-253.11995587299845 5039.870707620387),767,AtRecreation,Hungry,Awake,41.0,702.8418949368497,653,Stable,12,227.5586147716928
1586894,2022-03-06T15:10:00Z,POINT (-818.3310367945708 4511.3226605955815),483,AtRestaurant,Hungry,Awake,989.0,3507.9297848350698,1314,Stable,12,1133.3416698158062
1586898,2022-03-06T15:10:00Z,POINT (-1627.2986228316747 3879.833200168704),487,AtRestaurant,Hungry,Awake,687.0,2459.66000754802,690,Stable,16,681.3482422523157
1586939,2022-03-06T15:10:00Z,POINT (-216.73070595461252 3892.2260716583655),534,AtRecreation,BecomingHungry,Awake,1531.0,2211.956564961531,195,Stable,12,736.7614675056152
1586960,2022-03-06T15:10:00Z,POINT (-1690.6220200953017 3851.5457486647333),559,AtRecreation,BecameFull,Awake,793.0,2131.858903718762,484,Stable,20,914.553242158634
1587073,2022-03-06T15:10:00Z,POINT (-491.76068634660123 3556.3966557565086),704,AtRecreation,BecomingHungry,Awake,1273.0,1200.822194338168,752,Stable,20,410.60028553750544
1587160,2022-03-06T15:10:00Z,POINT (-3143.53608250514 6686.893801755198),812,AtRestaurant,Hungry,Awake,1530.0,652.8308625098093,1273,Stable,16,148.11936789504784
1587373,2022-03-06T15:15:00Z,POINT (1406.613291512334 4023.020609400106),60,AtRestaurant,Hungry,Awake,266.0,1436.2675086177562,305,Stable,16,584.5291203309671
1587604,2022-03-06T15:15:00Z,POINT (-1618.0221298228578 3865.781298919515),303,AtRestaurant,Hungry,Awake,694.0,3539.1983166976656,435,Stable,16,1167.677537547982
1587607,2022-03-06T15:15:00Z,POINT (-232.01388785833467 3880.60101422269),306,AtRecreation,BecomingHungry,Awake,1621.0,1460.2803355363158,945,Stable,12,524.8209835194511
1587874,2022-03-06T15:15:00Z,POINT (-3526.1282282655275 4811.125248651509),607,AtRestaurant,Hungry,Awake,990.0,857.6469576144015,807,Stable,16,208.8782481060214
1587985,2022-03-06T15:15:00Z,POINT (-3895.747085840637 5978.932781000731),736,AtRecreation,JustAte,Awake,1481.0,1526.3649122945951,1253,Stable,12,384.7925428848821
1587996,2022-03-06T15:15:00Z,POINT (-4003.4357569834997 6669.340361242389),747,AtRestaurant,Hungry,Awake,1537.0,1801.3716912799148,1269,Stable,12,436.3866050254399
1589796,2022-03-06T15:25:00Z,POINT (686.8196537933588 4403.358402026465),807,AtRestaurant,Hungry,Awake,198.0,940.3193251569932,533,Stable,12,233.08121024941343
1589997,2022-03-06T15:30:00Z,POINT (-249.6389605680313 5012.611348893505),43,AtRecreation,JustAte,Awake,934.0,3738.5029769735247,1019,Stable,12,1704.8600388820669
1590119,2022-03-06T15:30:00Z,POINT (-3208.7417774465334 6473.299048030838),170,AtRecreation,BecomingHungry,Awake,967.0,3402.253693417876,611,Stable,12,1329.6023969481255
1590123,2022-03-06T15:30:00Z,POINT (777.014830348902 938.3939511292318),174,AtRecreation,BecameFull,Awake,203.0,2032.3748860821008,151,Stable,20,664.223137894998
1590264,2022-03-06T15:30:00Z,POINT (-1770.7550978015265 4332.865953013432),323,AtRestaurant,Hungry,Awake,1102.0,1167.7067008667602,624,Stable,20,1193.2941974727155
1590651,2022-03-06T15:30:00Z,POINT (705.5786305301184 4406.136571624358),767,AtRestaurant,Hungry,Awake,41.0,701.6635585593154,653,Stable,12,226.38027839415847
1590735,2022-03-06T15:30:00Z,POINT (-3212.903250761943 6497.696486268856),904,AtRecreation,BecomingHungry,Awake,916.0,1522.7469754367933,333,Stable,12,467.6670279406792
1590863,2022-03-06T15:35:00Z,POINT (1413.7563227335547 4023.5689034697925),29,AtRestaurant,Hungry,Awake,344.0,1307.9127957964229,80,Stable,16,556.0563432615876
1590933,2022-03-06T15:35:00Z,POINT (-3205.6272069526576 6499.423244168137),100,AtRecreation,BecameFull,Awake,1503.0,1608.5051786303045,402,Stable,12,485.443178579803
1590965,2022-03-06T15:35:00Z,POINT (967.5600646669983 3993.445453537501),133,AtRecreation,BecameFull,Awake,297.0,953.682140468449,224,Stable,16,365.9861668299586
1590972,2022-03-06T15:35:00Z,POINT (-3927.3639807206578 5489.442907161867),140,AtRestaurant,Hungry,Awake,1036.0,3275.5395272073324,839,Stable,12,1439.2600269139566
1590977,2022-03-06T15:35:00Z,POINT (-274.08672559413367 5020.465619115192),146,AtRecreation,JustAte,Awake,185.0,988.513124235222,247,Stable,16,332.913822655912
1591229,2022-03-06T15:35:00Z,POINT (-212.35944614097423 3887.25683658302),418,AtRecreation,BecomingHungry,Awake,542.0,455.97460439739655,684,Stable,20,405.6182283336804
1591382,2022-03-06T15:35:00Z,POINT (-218.62126367413234 3868.534097700347),588,AtRecreation,BecomingHungry,Awake,1154.0,701.9682925460809,933,Stable,16,144.98056030779802
1591532,2022-03-06T15:35:00Z,POINT (-238.232955314214 3869.996390236444),769,AtRecreation,BecomingHungry,Awake,277.0,2710.959558261119,44,Stable,12,809.3717881411513
1591561,2022-03-06T15:35:00Z,POINT (-3139.878599760122 6659.125218283137),813,AtRestaurant,Hungry,Awake,627.0,744.4035007515533,1291,Stable,16,198.59964389824967
1591770,2022-03-06T15:40:00Z,POINT (692.8624058353122 4380.745248371795),57,AtRestaurant,Hungry,Awake,16.0,3425.0488196849583,76,Stable,16,1586.471691272828
1592071,2022-03-06T15:40:00Z,POINT (-2135.5036784470967 4291.223934343346),373,AtRestaurant,Hungry,Awake,963.0,1976.5657447470576,609,Stable,20,1110.5984703929214
1592455,2022-03-06T15:40:00Z,POINT (-816.7601545865998 4499.963718782526),837,AtRestaurant,Hungry,Awake,221.0,965.0760784189752,446,Stable,12,226.24647169917927
1593186,2022-03-06T15:45:00Z,POINT (-3799.269014466238 6364.978598592873),650,AtRecreation,BecomingHungry,Awake,1371.0,1609.2447779320255,952,Stable,20,1026.9643551382244
1593619,2022-03-06T15:50:00Z,POINT (-3149.3116387073846 6669.10118971346),148,AtRestaurant,Hungry,Awake,1076.0,2767.707000489587,824,Stable,12,1370.880492020758
1593744,2022-03-06T15:50:00Z,POINT (-3195.6406367632862 6500.982039415455),278,AtRecreation,BecameFull,Awake,1589.0,2433.1680900262263,443,Stable,12,992.8284349041568
1593777,2022-03-06T15:50:00Z,POINT (-3990.628396607708 6669.639234235304),316,AtRestaurant,Hungry,Awake,1143.0,1647.987046261099,703,Stable,12,513.8386118788115
1593808,2022-03-06T15:50:00Z,POINT (-1608.074479860577 3871.976390222953),348,AtRecreation,BecameFull,Awake,480.0,1295.1361089545935,521,Stable,16,376.42265798469526
1593893,2022-03-06T15:50:00Z,POINT (-1511.025062250013 3807.046106174188),442,AtRecreation,BecomingHungry,Awake,592.0,2257.1252797886496,512,Stable,16,715.0138583256409
1593920,2022-03-06T15:50:00Z,POINT (-1614.7792376906802 3876.8739612406016),469,AtRecreation,BecomingHungry,Awake,795.0,2831.776316892808,671,Stable,16,775.01278868699
1594081,2022-03-06T15:50:00Z,POINT (-3809.8115378924995 6359.182839754782),672,AtRecreation,BecomingHungry,Awake,1177.0,2300.233177743439,865,Stable,16,664.8313345516289
